0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4421682357788086e-06,0.00045436620712280273,7,396
0.0,0.0,0.0,0.0,0.0,0.0,5.4,11.6,5.3,1.0,1.0,2.1,2.1,3.1,2.1,2.1,0.0,0.0,0.0,0.0,0.0,0.0,7.1,11.2,4.1,3.0,4.0,1.0,5.0,3.0,2.0,2.0,0.01612509787082672,1.266547679901123,32755,1103852
0.0,0.0,0.0,0.0,0.0,0.0,10.5,7.4,3.1,2.1,3.1,3.1,2.1,1.1,4.2,4.2,0.0,0.0,0.0,0.0,0.0,0.0,9.3,8.2,3.1,3.0,3.0,5.8,4.0,3.0,1.0,3.0,0.01606518030166626,1.2625605016946793,32642,1100377
1.0,0.0,0.0,0.0,0.0,0.0,2.2,15.5,2.0,1.0,1.0,3.1,4.1,2.1,3.1,6.2,0.0,0.0,0.0,0.0,0.0,0.0,7.2,13.9,2.0,4.0,6.8,4.0,1.0,1.0,4.0,5.0,0.0159635990858078,1.2714309692382812,32435,1108108
0.0,0.0,0.0,0.0,0.0,0.0,3.2,9.6,1.0,0.0,4.1,0.0,3.2,2.1,5.2,4.2,0.0,0.0,0.0,0.0,0.0,0.0,8.1,13.9,1.0,2.0,1.0,0.0,5.0,3.0,4.0,1.0,0.015838786959648132,1.2459635138511658,32179,1085912
0.0,0.0,0.0,0.0,0.0,0.0,2.2,8.3,2.1,2.1,2.1,1.0,1.1,3.1,3.2,4.2,0.0,0.0,0.0,0.0,0.0,0.0,3.2,10.9,3.0,3.0,6.0,1.0,2.0,4.0,3.0,1.0,0.015841618180274963,1.234538957476616,32187,1075955
0.0,0.0,0.0,0.0,0.0,0.0,3.2,2.2,4.0,3.1,4.3,0.0,0.0,1.1,3.2,2.1,0.0,0.0,0.0,0.0,0.0,0.0,7.1,7.1,5.9,4.0,5.1,4.0,2.0,4.0,3.0,2.0,0.015854865312576294,1.238195687532425,32212,1079142
0.0,0.0,0.0,0.0,0.0,0.0,2.2,3.2,2.1,1.1,5.5,1.1,1.0,3.1,5.2,6.1,0.0,0.0,0.0,0.0,0.0,0.0,10.9,5.1,4.0,2.0,9.0,4.0,1.0,4.0,4.0,3.0,0.016157224774360657,1.2574201971292496,32827,1095897
0.0,0.0,0.0,0.0,0.0,0.0,5.3,0.0,4.1,1.1,9.5,0.0,1.0,3.1,4.2,3.1,0.0,0.0,0.0,0.0,0.0,0.0,5.2,4.1,4.0,4.0,9.0,2.0,4.0,2.0,1.0,5.0,0.015886172652244568,1.2420463263988495,32277,1082498
1.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,7.2,2.1,3.3,1.0,4.1,2.1,3.1,5.2,0.0,0.0,0.0,0.0,0.0,0.0,9.8,4.1,6.1,5.0,6.1,2.0,4.0,2.0,3.0,2.1,0.016071751713752747,1.2379948943853378,32663,1078967
