0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.1,2.1,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,3.1,2.4,14.6,8.1,20.8,10.1,11.416134998202324,0.020353734493255615,1083657,41338
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.1,1.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,3.1,2.4,8.2,5.1,18.0,7.8,11.593216568231583,0.020324036478996277,1100436,41321
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,2.3,4.2,0.0,0.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,2.1,1.2,12.0,5.1,16.3,10.0,13.01898643374443,0.022997885942459106,1235770,46758
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,3.4,6.2,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,3.1,1.1,6.1,4.1,17.0,10.0,11.605942994356155,0.020783066749572754,1101644,42250
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.1,2.3,4.2,0.0,0.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.0,2.3,9.0,6.1,18.6,9.9,11.82420963048935,0.020787402987480164,1122362,42265
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,2.2,4.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,2.1,0.0,5.1,5.2,22.3,7.9,11.107758194208145,0.019454792141914368,1054356,39553
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.0,2.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,3.2,0.0,4.0,6.1,20.0,4.1,11.171453535556793,0.01966892182826996,1060402,39987
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.1,2.3,4.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,3.1,2.2,5.1,6.1,17.5,8.1,11.339478179812431,0.020043551921844482,1076351,40744
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,2.2,3.1,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.2,6.1,9.1,19.2,9.8,11.899209156632423,0.020740777254104614,1129481,42174
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,1.1,1.1,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,4.1,2.2,6.1,5.2,15.8,3.1,10.93432903289795,0.019067034125328064,1037894,38765
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,1.1,2.1,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,5.1,0.0,7.8,5.9,17.2,7.9,11.03892171382904,0.019509553909301758,1047822,39664
